ID,Gene Symbol,Gene Title
204862_s_at,NME3,NME/NM23 nucleoside diphosphate kinase 3
204863_s_at,IL6ST,interleukin 6 signal transducer
204864_s_at,IL6ST,interleukin 6 signal transducer
204865_at,CA3,"carbonic anhydrase III, muscle specific"
204866_at,JADE3,jade family PHD finger 3
204867_at,GCHFR,GTP cyclohydrolase I feedback regulator
204868_at,ICT1,immature colon carcinoma transcript 1
204869_at,PCSK2,proprotein convertase subtilisin/kexin type 2
204870_s_at,PCSK2,proprotein convertase subtilisin/kexin type 2
204871_at,MTERF1,mitochondrial transcription termination factor 1
204872_at,TLE4,transducin-like enhancer of split 4
204873_at,PEX1,peroxisomal biogenesis factor 1
204874_x_at,BAIAP3,BAI1-associated protein 3
204875_s_at,GMDS,"GDP-mannose 4,6-dehydratase"
204876_at,ZNF646,zinc finger protein 646
204877_s_at,TAOK2,TAO kinase 2
204878_s_at,TAOK2,TAO kinase 2
204879_at,PDPN,podoplanin
204880_at,MGMT,O-6-methylguanine-DNA methyltransferase
204881_s_at,UGCG,UDP-glucose ceramide glucosyltransferase
204882_at,ARHGAP25,Rho GTPase activating protein 25
204883_s_at,HUS1,HUS1 checkpoint homolog (S. pombe)
204884_s_at,HUS1,HUS1 checkpoint homolog (S. pombe)
204885_s_at,MSLN,mesothelin
204886_at,PLK4,polo-like kinase 4
204887_s_at,PLK4,polo-like kinase 4
204888_s_at,NEURL1,neuralized E3 ubiquitin protein ligase 1
204889_s_at,NEURL1,neuralized E3 ubiquitin protein ligase 1
204890_s_at,LCK,"LCK proto-oncogene, Src family tyrosine kinase"
204891_s_at,LCK,"LCK proto-oncogene, Src family tyrosine kinase"
204892_x_at,EEF1A1,eukaryotic translation elongation factor 1 alpha 1
204893_s_at,ZFYVE9,"zinc finger, FYVE domain containing 9"
204894_s_at,AOC3,"amine oxidase, copper containing 3"
204895_x_at,MUC4,"mucin 4, cell surface associated"
204896_s_at,PTGER4,prostaglandin E receptor 4 (subtype EP4)
204897_at,PTGER4,prostaglandin E receptor 4 (subtype EP4)
204898_at,SAP30,"Sin3A-associated protein, 30kDa"
204899_s_at,SAP30,"Sin3A-associated protein, 30kDa"
204900_x_at,SAP30,"Sin3A-associated protein, 30kDa"
204901_at,BTRC,beta-transducin repeat containing E3 ubiquitin protein ligase
204902_s_at,ATG4B,"autophagy related 4B, cysteine peptidase"
204903_x_at,ATG4B,"autophagy related 4B, cysteine peptidase"
204904_at,GJA4,"gap junction protein, alpha 4, 37kDa"
204905_s_at,EEF1E1,eukaryotic translation elongation factor 1 epsilon 1
204906_at,RPS6KA2,"ribosomal protein S6 kinase, 90kDa, polypeptide 2"
204907_s_at,BCL3 /// MIR8085,B-cell CLL/lymphoma 3 /// microRNA 8085
204908_s_at,BCL3 /// MIR8085,B-cell CLL/lymphoma 3 /// microRNA 8085
204909_at,DDX6,DEAD (Asp-Glu-Ala-Asp) box helicase 6
204910_s_at,TRIM3,tripartite motif containing 3
204911_s_at,TRIM3,tripartite motif containing 3
204912_at,IL10RA,"interleukin 10 receptor, alpha"
204913_s_at,SOX11,SRY (sex determining region Y)-box 11
204914_s_at,SOX11,SRY (sex determining region Y)-box 11
204915_s_at,SOX11,SRY (sex determining region Y)-box 11
204916_at,RAMP1,receptor (G protein-coupled) activity modifying protein 1
204917_s_at,MLLT3,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3"
204918_s_at,MLLT3,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3"
204919_at,PRH1-PRR4 /// PRR4,PRH1-PRR4 readthrough /// proline rich 4 (lacrimal)
204920_at,CPS1,"carbamoyl-phosphate synthase 1, mitochondrial"
204921_at,GAS8,growth arrest-specific 8
204922_at,C11orf80,chromosome 11 open reading frame 80
204923_at,SASH3,SAM and SH3 domain containing 3
204924_at,TLR2,toll-like receptor 2
204925_at,CTNS,"cystinosin, lysosomal cystine transporter"
204926_at,INHBA,"inhibin, beta A"
204927_at,RASSF7,Ras association (RalGDS/AF-6) domain family (N-terminal) member 7
204928_s_at,SLC10A3,"solute carrier family 10, member 3"
204929_s_at,VAMP5,vesicle-associated membrane protein 5
204930_s_at,BNIP1,BCL2/adenovirus E1B 19kDa interacting protein 1
204931_at,TCF21,transcription factor 21
204932_at,TNFRSF11B,"tumor necrosis factor receptor superfamily, member 11b"
204933_s_at,TNFRSF11B,"tumor necrosis factor receptor superfamily, member 11b"
204934_s_at,HPN,hepsin
204935_at,PTPN2,"protein tyrosine phosphatase, non-receptor type 2"
204936_at,MAP4K2,mitogen-activated protein kinase kinase kinase kinase 2
204937_s_at,ZNF274,zinc finger protein 274
204938_s_at,PLN,phospholamban
204939_s_at,PLN,phospholamban
204940_at,PLN,phospholamban
204941_s_at,ALDH3B2,"aldehyde dehydrogenase 3 family, member B2"
204942_s_at,ALDH3B2,"aldehyde dehydrogenase 3 family, member B2"
204943_at,ADAM12,ADAM metallopeptidase domain 12
204944_at,PTPRG,"protein tyrosine phosphatase, receptor type, G"
204945_at,PTPRN,"protein tyrosine phosphatase, receptor type, N"
204946_s_at,TOP3A,topoisomerase (DNA) III alpha
204947_at,E2F1,E2F transcription factor 1
204948_s_at,FST,follistatin
204949_at,ICAM3,intercellular adhesion molecule 3
204950_at,CARD8,"caspase recruitment domain family, member 8"
204951_at,RHOH,ras homolog family member H
204952_at,LYPD3,LY6/PLAUR domain containing 3
204953_at,SNAP91,"synaptosomal-associated protein, 91kDa"
204954_s_at,DYRK1B,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B
204955_at,SRPX,"sushi-repeat containing protein, X-linked"
204956_at,MTAP,methylthioadenosine phosphorylase
204957_at,ORC5,"origin recognition complex, subunit 5"
204958_at,PLK3,polo-like kinase 3
204959_at,MNDA,myeloid cell nuclear differentiation antigen
204960_at,PTPRCAP,"protein tyrosine phosphatase, receptor type, C-associated protein"
204961_s_at,NCF1 /// NCF1B /// NCF1C,neutrophil cytosolic factor 1 /// neutrophil cytosolic factor 1B pseudogene /// neutrophil cytosolic factor 1C pseudogene
204962_s_at,CENPA /// SLC35F6,"centromere protein A /// solute carrier family 35, member F6"
204963_at,SSPN,sarcospan
204964_s_at,SSPN,sarcospan
204965_at,GC,group-specific component (vitamin D binding protein)
204966_at,BAI2,brain-specific angiogenesis inhibitor 2
204967_at,SHROOM2,shroom family member 2
204968_at,C6orf47,chromosome 6 open reading frame 47
204969_s_at,RDX,radixin
204970_s_at,MAFG,v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog G
204971_at,CSTA,cystatin A (stefin A)
204972_at,OAS2,"2'-5'-oligoadenylate synthetase 2, 69/71kDa"
204973_at,GJB1,"gap junction protein, beta 1, 32kDa"
204974_at,RAB3A,"RAB3A, member RAS oncogene family"
204975_at,EMP2,epithelial membrane protein 2
204976_s_at,AMMECR1,"Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1"
204977_at,DDX10,DEAD (Asp-Glu-Ala-Asp) box polypeptide 10
204978_at,CLASRP,CLK4-associating serine/arginine rich protein
204979_s_at,SH3BGR,SH3 domain binding glutamate-rich protein
204980_at,CLOCK,clock circadian regulator
204981_at,SLC22A18,"solute carrier family 22, member 18"
204982_at,GIT2,G protein-coupled receptor kinase interacting ArfGAP 2
204983_s_at,GPC4,glypican 4
204984_at,GPC4,glypican 4
204985_s_at,TRAPPC6A,trafficking protein particle complex 6A
204986_s_at,TAOK2,TAO kinase 2
204987_at,ITIH2,inter-alpha-trypsin inhibitor heavy chain 2
204988_at,FGB,fibrinogen beta chain
204989_s_at,ITGB4,"integrin, beta 4"
204990_s_at,ITGB4,"integrin, beta 4"
204991_s_at,NF2,neurofibromin 2 (merlin)
204992_s_at,PFN2,profilin 2
204993_at,GNAZ,"guanine nucleotide binding protein (G protein), alpha z polypeptide"
204994_at,MX2,myxovirus (influenza virus) resistance 2 (mouse)
204995_at,CDK5R1,"cyclin-dependent kinase 5, regulatory subunit 1 (p35)"
204996_s_at,CDK5R1,"cyclin-dependent kinase 5, regulatory subunit 1 (p35)"
204997_at,GPD1,glycerol-3-phosphate dehydrogenase 1 (soluble)
204998_s_at,ATF5,activating transcription factor 5
204999_s_at,ATF5,activating transcription factor 5
205000_at,DDX3Y,"DEAD (Asp-Glu-Ala-Asp) box helicase 3, Y-linked"
205001_s_at,DDX3Y,"DEAD (Asp-Glu-Ala-Asp) box helicase 3, Y-linked"
205002_at,AHDC1,"AT hook, DNA binding motif, containing 1"
205003_at,DOCK4,dedicator of cytokinesis 4
205004_at,NKRF,NFKB repressing factor
205005_s_at,NMT2,N-myristoyltransferase 2
205006_s_at,NMT2,N-myristoyltransferase 2
205007_s_at,CIB2,calcium and integrin binding family member 2
205008_s_at,CIB2,calcium and integrin binding family member 2
205009_at,TFF1,trefoil factor 1
205010_at,GNL3L,guanine nucleotide binding protein-like 3 (nucleolar)-like
205011_at,VWA5A,von Willebrand factor A domain containing 5A
205012_s_at,HAGH,hydroxyacylglutathione hydrolase
205013_s_at,ADORA2A /// SPECC1L-ADORA2A,adenosine A2a receptor /// SPECC1L-ADORA2A readthrough (NMD candidate)
205014_at,FGFBP1,fibroblast growth factor binding protein 1
205015_s_at,TGFA,"transforming growth factor, alpha"
205016_at,TGFA,"transforming growth factor, alpha"
205017_s_at,MBNL2,muscleblind-like splicing regulator 2
205018_s_at,MBNL2,muscleblind-like splicing regulator 2
205019_s_at,VIPR1,vasoactive intestinal peptide receptor 1
205020_s_at,ARL4A,ADP-ribosylation factor-like 4A
205021_s_at,FOXN3,forkhead box N3
205022_s_at,FOXN3,forkhead box N3
205023_at,RAD51,RAD51 recombinase
205024_s_at,RAD51,RAD51 recombinase
205025_at,ZBTB48,zinc finger and BTB domain containing 48
205026_at,STAT5B,signal transducer and activator of transcription 5B
205027_s_at,MAP3K8,mitogen-activated protein kinase kinase kinase 8
205028_at,TRO,trophinin
205029_s_at,FABP7,"fatty acid binding protein 7, brain"
205030_at,FABP7,"fatty acid binding protein 7, brain"
205031_at,EFNB3,ephrin-B3
205032_at,ITGA2,"integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)"
205033_s_at,DEFA1 /// DEFA1B /// DEFA3,"defensin, alpha 1 /// defensin, alpha 1B /// defensin, alpha 3, neutrophil-specific"
205034_at,CCNE2,cyclin E2
205035_at,CTDP1,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1"
205036_at,LSM6,"LSM6 homolog, U6 small nuclear RNA associated (S. cerevisiae)"
205037_at,IFT27,intraflagellar transport 27 homolog (Chlamydomonas)
205038_at,IKZF1,IKAROS family zinc finger 1 (Ikaros)
205039_s_at,IKZF1,IKAROS family zinc finger 1 (Ikaros)
205040_at,ORM1,orosomucoid 1
205041_s_at,ORM1 /// ORM2,orosomucoid 1 /// orosomucoid 2
205042_at,GNE,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase
205043_at,CFTR,"cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)"
205044_at,GABRP,"gamma-aminobutyric acid (GABA) A receptor, pi"
205045_at,AKAP10,A kinase (PRKA) anchor protein 10
205046_at,CENPE,"centromere protein E, 312kDa"
205047_s_at,ASNS,asparagine synthetase (glutamine-hydrolyzing)
205048_s_at,PSPH,phosphoserine phosphatase
205049_s_at,CD79A,"CD79a molecule, immunoglobulin-associated alpha"
205050_s_at,MAPK8IP2,mitogen-activated protein kinase 8 interacting protein 2
205051_s_at,KIT,v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog
205052_at,AUH,AU RNA binding protein/enoyl-CoA hydratase
205053_at,PRIM1,"primase, DNA, polypeptide 1 (49kDa)"
205054_at,NEB,nebulin
205055_at,ITGAE,"integrin, alpha E (antigen CD103, human mucosal lymphocyte antigen 1; alpha polypeptide)"
205056_s_at,GPR162,G protein-coupled receptor 162
205057_s_at,IDUA,"iduronidase, alpha-L-"
205058_at,SLC26A1,"solute carrier family 26 (anion exchanger), member 1"
205059_s_at,IDUA,"iduronidase, alpha-L-"
205060_at,PARG,poly (ADP-ribose) glycohydrolase
205061_s_at,EXOSC9,exosome component 9
205062_x_at,ARID4A,AT rich interactive domain 4A (RBP1-like)
205063_at,GEMIN2,gem (nuclear organelle) associated protein 2
205064_at,SPRR1B,small proline-rich protein 1B
205065_at,ENPP1,ectonucleotide pyrophosphatase/phosphodiesterase 1
205066_s_at,ENPP1,ectonucleotide pyrophosphatase/phosphodiesterase 1
205067_at,IL1B,"interleukin 1, beta"
205068_s_at,ARHGAP26,Rho GTPase activating protein 26
205069_s_at,ARHGAP26,Rho GTPase activating protein 26
205070_at,ING3,"inhibitor of growth family, member 3"
205071_x_at,XRCC4,X-ray repair complementing defective repair in Chinese hamster cells 4
205072_s_at,XRCC4,X-ray repair complementing defective repair in Chinese hamster cells 4
205073_at,CYP2J2,"cytochrome P450, family 2, subfamily J, polypeptide 2"
205074_at,SLC22A5,"solute carrier family 22 (organic cation/carnitine transporter), member 5"
205075_at,SERPINF2,"serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 2"
205076_s_at,MTMR11,myotubularin related protein 11
205077_s_at,PIGF,"phosphatidylinositol glycan anchor biosynthesis, class F"
205078_at,PIGF,"phosphatidylinositol glycan anchor biosynthesis, class F"
205079_s_at,MPDZ,multiple PDZ domain protein
205080_at,RARB,"retinoic acid receptor, beta"
205081_at,CRIP1,cysteine-rich protein 1 (intestinal)
205082_s_at,AOX1,aldehyde oxidase 1
205083_at,AOX1,aldehyde oxidase 1
205084_at,BCAP29,B-cell receptor-associated protein 29
205085_at,ORC1,"origin recognition complex, subunit 1"
205086_s_at,NCAPH2,"non-SMC condensin II complex, subunit H2"
205087_at,RWDD3,RWD domain containing 3
205088_at,MAMLD1,mastermind-like domain containing 1
205089_at,ZNF7,zinc finger protein 7
205090_s_at,NAGPA,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase
205091_x_at,RECQL,RecQ helicase-like
205092_x_at,ZBTB1,zinc finger and BTB domain containing 1
205093_at,PLEKHA6,"pleckstrin homology domain containing, family A member 6"
205094_at,PEX12,peroxisomal biogenesis factor 12
205095_s_at,ATP6V0A1,"ATPase, H+ transporting, lysosomal V0 subunit a1"
205096_at,POM121,POM121 transmembrane nucleoporin
205097_at,SLC26A2,"solute carrier family 26 (anion exchanger), member 2"
205098_at,CCR1,chemokine (C-C motif) receptor 1
205099_s_at,CCR1,chemokine (C-C motif) receptor 1
205100_at,GFPT2,glutamine-fructose-6-phosphate transaminase 2
205101_at,CIITA,"class II, major histocompatibility complex, transactivator"
205102_at,TMPRSS2,"transmembrane protease, serine 2"
205103_at,C1orf61,chromosome 1 open reading frame 61
205104_at,SNPH,syntaphilin
205105_at,MAN2A1,"mannosidase, alpha, class 2A, member 1"
205106_at,CMC4 /// MTCP1,C-x(9)-C motif containing 4 /// mature T-cell proliferation 1
205107_s_at,EFNA4,ephrin-A4
205108_s_at,APOB,apolipoprotein B
205109_s_at,ARHGEF4 /// LOC101930241,Rho guanine nucleotide exchange factor (GEF) 4 /// rho guanine nucleotide exchange factor 4-like
205110_s_at,FGF13,fibroblast growth factor 13
205111_s_at,PLCE1,"phospholipase C, epsilon 1"
205112_at,PLCE1,"phospholipase C, epsilon 1"
205113_at,NEFM,"neurofilament, medium polypeptide"
205114_s_at,CCL3 /// CCL3L1 /// CCL3L3,chemokine (C-C motif) ligand 3 /// chemokine (C-C motif) ligand 3-like 1 /// chemokine (C-C motif) ligand 3-like 3
205115_s_at,RBM19,RNA binding motif protein 19
205116_at,LAMA2,"laminin, alpha 2"
205117_at,FGF1,fibroblast growth factor 1 (acidic)
205118_at,FPR1,formyl peptide receptor 1
205119_s_at,FPR1,formyl peptide receptor 1
205120_s_at,SGCB,"sarcoglycan, beta (43kDa dystrophin-associated glycoprotein)"
205121_at,SGCB,"sarcoglycan, beta (43kDa dystrophin-associated glycoprotein)"
205122_at,MSANTD3-TMEFF1 /// TMEFF1,MSANTD3-TMEFF1 readthrough /// transmembrane protein with EGF-like and two follistatin-like domains 1
205123_s_at,MSANTD3-TMEFF1 /// TMEFF1,MSANTD3-TMEFF1 readthrough /// transmembrane protein with EGF-like and two follistatin-like domains 1
205124_at,MEF2B /// MEF2BNB /// MEF2BNB-MEF2B,myocyte enhancer factor 2B /// MEF2B neighbor /// MEF2BNB-MEF2B readthrough
205125_at,PLCD1,"phospholipase C, delta 1"
205126_at,VRK2,vaccinia related kinase 2
205127_at,PTGS1,prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)
205128_x_at,PTGS1,prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)
205129_at,NPM3,nucleophosmin/nucleoplasmin 3
205130_at,MOK,MOK protein kinase
205131_x_at,CLEC11A,"C-type lectin domain family 11, member A"
205132_at,ACTC1,"actin, alpha, cardiac muscle 1"
205133_s_at,HSPE1,heat shock 10kDa protein 1
205134_s_at,NUFIP1,nuclear fragile X mental retardation protein interacting protein 1
205135_s_at,NUFIP1,nuclear fragile X mental retardation protein interacting protein 1
205136_s_at,NUFIP1,nuclear fragile X mental retardation protein interacting protein 1
205137_x_at,USH1C,"Usher syndrome 1C (autosomal recessive, severe)"
205138_s_at,UST,uronyl-2-sulfotransferase
205139_s_at,UST,uronyl-2-sulfotransferase
205140_at,FPGT,fucose-1-phosphate guanylyltransferase
205141_at,ANG,"angiogenin, ribonuclease, RNase A family, 5"
205142_x_at,ABCD1,"ATP-binding cassette, sub-family D (ALD), member 1"
205143_at,NCAN,neurocan
205144_at,MFSD7,major facilitator superfamily domain containing 7
205145_s_at,MYL5,"myosin, light chain 5, regulatory"
205146_x_at,APBA3,"amyloid beta (A4) precursor protein-binding, family A, member 3"
205147_x_at,NCF4,"neutrophil cytosolic factor 4, 40kDa"
205148_s_at,CLCN4,"chloride channel, voltage-sensitive 4"
205149_s_at,CLCN4,"chloride channel, voltage-sensitive 4"
205150_s_at,TRIL,TLR4 interactor with leucine-rich repeats
205151_s_at,TRIL,TLR4 interactor with leucine-rich repeats
205152_at,SLC6A1,"solute carrier family 6 (neurotransmitter transporter), member 1"
205153_s_at,CD40,"CD40 molecule, TNF receptor superfamily member 5"
205154_at,LRRN2,leucine rich repeat neuronal 2
205155_s_at,SPTBN2,"spectrin, beta, non-erythrocytic 2"
205156_s_at,ASIC1,acid-sensing (proton-gated) ion channel 1
205157_s_at,JUP /// KRT17,junction plakoglobin /// keratin 17
205158_at,RNASE4,"ribonuclease, RNase A family, 4"
205159_at,CSF2RB,"colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)"
205160_at,PEX11A,peroxisomal biogenesis factor 11 alpha
205161_s_at,PEX11A,peroxisomal biogenesis factor 11 alpha
205162_at,ERCC8,excision repair cross-complementation group 8
205163_at,MYLPF,"myosin light chain, phosphorylatable, fast skeletal muscle"
205164_at,GCAT,glycine C-acetyltransferase
205165_at,CELSR3,"cadherin, EGF LAG seven-pass G-type receptor 3"
205166_at,CAPN5,calpain 5
205167_s_at,CDC25C,cell division cycle 25C
205168_at,DDR2,discoidin domain receptor tyrosine kinase 2
205169_at,RBBP5,retinoblastoma binding protein 5
205170_at,STAT2,"signal transducer and activator of transcription 2, 113kDa"
205171_at,PTPN4,"protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte)"
205172_x_at,CLTB,"clathrin, light chain B"
205173_x_at,CD58,CD58 molecule
205174_s_at,QPCT,glutaminyl-peptide cyclotransferase
205175_s_at,KHK,ketohexokinase (fructokinase)
205176_s_at,ITGB3BP,integrin beta 3 binding protein (beta3-endonexin)
205177_at,TNNI1,"troponin I type 1 (skeletal, slow)"
205178_s_at,RBBP6,retinoblastoma binding protein 6
205179_s_at,ADAM8,ADAM metallopeptidase domain 8
205180_s_at,ADAM8,ADAM metallopeptidase domain 8
205181_at,ZSCAN9,zinc finger and SCAN domain containing 9
205182_s_at,ZNF324,zinc finger protein 324
205183_at,,
205184_at,GNG4,"guanine nucleotide binding protein (G protein), gamma 4"
205185_at,SPINK5,"serine peptidase inhibitor, Kazal type 5"
205186_at,DNALI1,"dynein, axonemal, light intermediate chain 1"
205187_at,SMAD5,SMAD family member 5
205188_s_at,SMAD5,SMAD family member 5
205189_s_at,FANCC,"Fanconi anemia, complementation group C"
